IDrace,gene_sz_race_name,gene_sz_abbreviation,gene_sz_filename,fkIDcountry,fkIDrace_class,fkIDfirst_stage,fkIDlast_stage,gene_f_popularity,gene_i_number_stages,gene_sz_mailOrganisateur,gene_ilist_fkIDteam,gene_ilist_objectif_info,CONSTANT,gene_sz_classification_xml,gene_f_organisateur_coeff,fkIDrace_type,gene_b_national_tour,fkID_iconic_region,gene_i_comfort,gene_b_aso,gene_sz_currentvariant,value_i_prime,gene_b_selected,value_i_offsetLeapYear
429,Int. Raffeisenbank Kirschblütenrennen,Kirschbl,c2_raffeisen,37,18,1429,1429,5.0,1,office@rsw-radsport.at,"(224,575,369,112,267,172,153,40,114,410)",(),raffeisen,cont_12,0.0,9,0,0,3,0,,5924,1,0
430,Grand Prix Aspendos,Aspendos,c2_aspendos,71,18,1430,1430,2.0,1,info@bisiklet.gov.tr,"(96,263,260,244,418,414,512,256)",(),aspendos,cont_12,0.0,15,0,0,3,0,,20014,1,0
431,Clássica Terres de l'Ebre,Clássica Terres,c1_ebre,8,17,1431,1431,10.0,1,joaquin@deporinter.es,"(35,70,92,100,12,1,16,5,25,102,236,378,216,228,393,238,431,199)",(),terresebre,cont_11,1.0,14,0,0,3,0,,22014,1,0
432,Classica Camp de Morvedre,Morvedre,c1_morvedre,8,17,1432,1432,5.0,1,info@sierra-calderona.com,"(25,92,35,70,100,102,431,105,59,68,590,168,166,173,336)",(),morvedre,cont_11,1.0,10,0,0,3,0,,24922,1,0
434,Palestine - National Championships ITT,PSE TT,natitt-pse,127,23,1434,1434,1.0,1,organisateurs@palestine-ch.ps,(),(),champ_palestine_itt,default,0.0,13,0,0,2,0,,0,1,0
435,Palestine - National Road Championships,PSE RR,nat-pse,127,22,1435,1435,2.0,1,organisateurs@palestine-rr.ps,(),(),champ_palestine,cont_12,0.0,9,0,0,4,0,,0,1,0
436,Grand Prix Kahramanmaras,Kahraman,c2_kahramanmaras,71,18,1436,1436,2.0,1,info@bisiklet.org.tr,"(418,273,263,584,512,514,194,223)",(),kahramanmaras,cont_12,0.0,10,0,0,3,0,,15127,1,0
442,Panama - National Championships ITT,PAN TT,natitt-pan,102,23,1442,1442,3.0,1,info@fepaci.com.pa,(),(),champ_panama_itt,default,0.0,13,0,0,2,0,,2525,1,0
443,Panama - National Road Championships,PAN RR,nat-pan,102,22,1443,1443,7.0,1,info@fepaci.com.pa,(),(),champ_panama,cont_12,0.0,9,0,0,4,0,,6403,1,0
444,Veneto Classic,Veneto,c0_venetoclassic,2,16,1444,1444,23.0,1,info@venturosport.com,"(99,20,22,37,34,6,12,16,92,35,70,9,102,226,81,160,395,221,149,173,336)",(),venetoclassic,cont_1hc,1.0,10,0,206,2,0,,15208,1,0
445,Giro del Veneto,GiroVen,c0_veneto,2,16,1445,1445,24.0,1,info@venturosport.com,"(9,16,37,34,6,20,12,92,35,70,22,102,226,99,81,160,395,221,149,173,336)",(),veneto,cont_1hc,1.0,10,0,206,1,0,,183,1,0
446,Peru - National Road Championships,PER RR,nat-per,118,22,1446,1446,5.0,1,presidencia@fedepeci.pe,(),(),champ_peru,cont_12,0.0,9,0,0,4,0,,3367,1,0
447,Peru - National Championships ITT,PER TT,natitt-per,118,23,1447,1447,1.0,1,presidencia@fedepeci.pe,(),(),champ_peru_itt,default,0.0,13,0,0,2,0,,3368,1,0
448,Coppa della Pace - Trofeo Fratelli Anelli,Pace,c2u_pace,2,19,1448,1448,6.0,1,pedaleriminese@libero.it,"(395,335,221,135,149,212,398,173,378,605,178,604,170)",(),coppapace,cont_12,1.0,10,0,206,3,0,,550,1,0
449,Puchar MON,Obrony,c2_pucharministraobrony,30,18,1449,1449,4.0,1,mazoviateam@interia.pl,"(172,224,415,621,167,179,654,182,614,180,336,235,563,317,162,140,611,106,554,369,253)",(),pucharministraobrony,cont_12,1.0,9,0,0,2,0,,4014,1,0
450,Tour of Kosovo,Kosovo,t2_kosovo,132,12,1450,3450,2.0,3,kosovacf@yahoo.com,"(625,393,560,584,582,575,337,596)",(),kosovo,t2_kosovo,1.0,7,1,0,3,0,,9699,1,0
451,Tour de Kyushu,Kyushu,t1_kyushu,21,11,1451,3451,6.0,3,contact2@tourdekyushu.asia,"(12,22,176,25,237,251,247,320,249,95,216,243,244,181,228)",(),kyushu,t1_kyushu,1.0,7,0,0,3,0,,18945,1,0
452,Grand Prix Kaisareia,Kaisar,c2_kaisareia,71,18,1452,1452,3.0,1,info@cyclingracesinturkiye.com,"(404,246,260,512,263,194,418,514,181,96)",(),kaisareia,cont_12,0.0,14,0,0,3,0,,20019,1,0
453,Boucle de l'Artois,Artois,c2_artois,3,18,1453,1453,3.0,1,julien.brianchon@orange.fr,"(597,595,59,164,207,210,178,234,577,204,409,591)",(),artois,cont_12,1.0,15,0,0,3,0,,290,1,0
454,Vuelta Ciclista Internacional a Costa Rica,CostaR,t2_costarica,61,12,1454,10454,4.0,10,fecoci@fecoci.net,"(501,502,503,504,506,524,198,238,419,448,372)",(),costarica,t2_costarica,1.0,2,1,0,2,0,,453,1,0
455,Chrono des Nations U23,NatU23,c2u_nations,3,19,1455,1455,10.0,1,contact@chronodesnations.com,"(164,206,147,576,135,233,166,434,207,210,204,169,591,211,114,652,240,595)",(),chrononationsu23,default,1.0,19,0,0,3,0,,463,1,0
456,Giro della Provincia di Biella - Torino-Biella,Biella,c2_biella,2,18,1456,1456,3.0,1,ucab1925@libero.it,"(221,81,176,159,230,590,173,378,591,149,160,605,603,335,398,395,604,337,649,650)",(),biella,cont_12,1.0,9,0,0,3,0,,798,1,0
457,Tour of Sharjah,Sharjah,t2_sharjah,105,12,1457,5457,10.0,5,sharjahtour@sharjahsports.shj.ae,"(159,216,363,247,228,260,423,238,551,618,530,586,616,584,607,646)",(),sharjah,t2_sharjah,1.0,2,0,0,3,0,,460,1,0
458,Clásica Jaén,ClJaen,c1_clasicajaen,8,17,1458,1458,27.0,1,mompa@laatsteronde.es,"(1,2,16,14,92,35,100,69,431,22,70,3)",(),jaenparaiso,cont_11,1.0,10,0,801,4,0,,16519,1,0
459,Andorra - National Championships ITT,AND TT,natitt-and,64,23,1459,1459,1.0,1,organisateurs@andorra-ch.ad,(),(),champ_andorra_itt,default,0.0,13,0,0,2,0,,2315,1,0
460,Andorra - National Road Championships,AND RR,nat-and,64,22,1460,1460,2.0,1,organisateurs@andorra-rr.ad,(),(),champ_andorra,cont_12,0.0,9,0,0,4,0,,2062,1,0
461,Burkina Faso - National Championships ITT,BFA TT,natitt-bfa,24,23,1461,1461,1.0,1,fedeburkinacyclisme@gmail.com,(),(),champ_burkinafaso_itt,default,0.0,13,0,0,2,0,,0,1,0
462,Burkina Faso - National Road Championships,BFA RR,nat-bfa,24,22,1462,1462,3.0,1,fedeburkinacyclisme@gmail.com,(),(),champ_burkinafaso,cont_12,0.0,9,0,0,4,0,,3355,1,0
463,Bosnia-Herzegovina - National Championships ITT,BIH TT,natitt-bih,108,23,1463,1463,1.0,1,srpskacycling@gmail.com,(),(),champ_bosniaherzegovina_itt,default,0.0,13,0,0,2,0,,2167,1,0
464,Bosnia-Herzegovina - National Road Championships,BIH RR,nat-bih,108,22,1464,1464,3.0,1,srpskacycling@gmail.com,(),(),champ_bosniaherzegovina,cont_12,0.0,9,0,0,4,0,,2166,1,0
465,Dominican-Republic - National Championships ITT,DOM TT,natitt-dom,91,23,1465,1465,1.0,1,organisateurs@domrepublic-ch.do,(),(),champ_dominican_itt,default,0.0,13,0,0,2,0,,2553,1,0
466,Dominican-Republic - National Road Championships,DOM RR,nat-dom,91,22,1466,1466,3.0,1,organisateurs@domrepublic-rr.do,(),(),champ_dominican,cont_12,0.0,9,0,0,4,0,,2552,1,0
467,Gabon - National Championships ITT,GAB TT,natitt-gab,72,23,1467,1467,1.0,1,organisateurs@gabon-ch.ga,(),(),champ_gabon_itt,default,0.0,13,0,0,2,0,,8089,1,0
468,Gabon - National Road Championships,GAB RR,nat-gab,72,22,1468,1468,2.0,1,organisateurs@gabon-rr.ga,(),(),champ_gabon,cont_12,0.0,9,0,0,4,0,,8088,1,0
469,Jamaica - National Championships ITT,JAM TT,natitt-jam,96,23,1469,1469,1.0,1,jcfsecretary.info@gmail.com,(),(),champ_jamaica_itt,default,0.0,13,0,0,2,0,,2364,1,0
470,Jamaica - National Road Championships,JAM RR,nat-jam,96,22,1470,1470,2.0,1,jcfsecretary.info@gmail.com,(),(),champ_jamaica,cont_12,0.0,9,0,0,4,0,,2363,1,0
471,Oman - National Championships ITT,OMA TT,natitt-oma,68,23,1471,1471,1.0,1,omancyclingassociation@hotmail.com,(),(),champ_oman_itt,default,0.0,13,0,0,2,0,,16517,1,0
472,Oman - National Road Championships,OMA RR,nat-oma,68,22,1472,1472,2.0,1,omancyclingassociation@hotmail.com,(),(),champ_oman,cont_12,0.0,9,0,0,4,0,,16575,1,0
473,Puerto Rico - National Championships ITT,PRI TT,natitt-pri,95,23,1473,1473,1.0,1,ismfuente@yahoo.com,(),(),champ_puertorico_itt,default,0.0,13,0,0,2,0,,2618,1,0
474,Puerto Rico - National Road Championships,PRI RR,nat-pri,95,22,1474,1474,4.0,1,ismfuente@yahoo.com,(),(),champ_puertorico,cont_12,0.0,9,0,0,4,0,,2617,1,0
475,Saudi Arabia - National Championships ITT,SAU TT,natitt-sau,109,23,1475,1475,1.0,1,organisateurs@saudiarabia-ch.sa,(),(),champ_saudiarabia_itt,default,0.0,13,0,0,2,0,,14527,1,0
476,Saudi Arabia - National Road Championships,SAU RR,nat-sau,109,22,1476,1476,4.0,1,organisateurs@saudiarabia-rr.sa,(),(),champ_saudiarabia,cont_12,0.0,9,0,0,4,0,,15625,1,0
477,Trinidad and Tobago - National Championships ITT,TTO TT,natitt-tto,89,23,1477,1477,1.0,1,ttcyclingfederationtto@gmail.com,(),(),champ_trinidadtobago_itt,default,0.0,13,0,0,2,0,,3534,1,0
478,Trinidad and Tobago - National Road Championships,TTO RR,nat-tto,89,22,1478,1478,2.0,1,ttcyclingfederationtto@gmail.com,(),(),champ_trinidadtobago,cont_12,0.0,9,0,0,4,0,,3533,1,0
479,Guatemala - National Championships ITT,GTM TT,natitt-gtm,90,23,1479,1479,2.0,1,fciclismogua@gmail.com,(),(),champ_guatemala_itt,default,0.0,13,0,0,2,0,,2354,1,0
480,Guatemala - National Road Championships,GTM RR,nat-gtm,90,22,1480,1480,8.0,1,fciclismogua@gmail.com,(),(),champ_guatemala,cont_12,0.0,9,0,0,4,0,,2355,1,0
481,Egypt - National Championships ITT,EGY TT,natitt-egy,53,23,1481,1481,1.0,1,egypt_cycling@hotmail.com,(),(),champ_egypt_itt,default,0.0,13,0,0,2,0,,8128,1,0
482,Egypt - National Road Championships,EGY RR,nat-egy,53,22,1482,1482,3.0,1,egypt_cycling@hotmail.com,(),(),champ_egypt,cont_12,0.0,9,0,0,4,0,,1666,1,0
483,Dhofar Classic,Dhofar,c2_dhofar,68,18,1483,1483,2.0,1,omancyclingassociation@hotmail.com,"(228,551,646,216,200,363,320,273,262,393,270)",(),dhofarclassic,cont_12,1.0,10,0,0,3,0,,26819,1,0
484,Cuba - National Championships ITT,CUB TT,natitt-cub,51,23,1484,1484,1.0,1,organisateurs@cuba-ch.cb,(),(),champ_cuba_itt,default,0.0,13,0,0,2,0,,2564,1,0
485,Cuba - National Road Championships,CUB RR,nat-cub,51,22,1485,1485,2.0,1,organisateurs@cuba-rr.cb,(),(),champ_cuba,cont_12,0.0,9,0,0,4,0,,2563,1,0
486,Georgia - National Championships ITT,GEO TT,natitt-geo,99,23,1486,1486,1.0,1,georgiancycling@gmail.com,(),(),champ_georgia_itt,default,0.0,13,0,0,2,0,,2654,1,0
487,Georgia - National Road Championships,GEO RR,nat-geo,99,22,1487,1487,2.0,1,georgiancycling@gmail.com,(),(),champ_georgia,cont_12,0.0,9,0,0,4,0,,2653,1,0
489,Grand Prix International de la ville de Nogent-sur-Oise,NogentOise,c2_nogent,3,18,1489,1489,5.0,1,ccnogentsuroise60@orange.fr,"(590,589,210,273,168,595,597,591)",(),nogent,cont_12,0.0,15,0,0,3,0,,287,1,0
490,Kryterium Asów - Beskid Race,Silesia,c2_silesia,30,18,1490,1490,5.0,1,silesianclassic@wp.pl,"(224,415,450,58,274,179,106,614,172,220,317,228,162,615,621,611,563,654)",(),silesia,cont_12,1.0,10,0,0,3,0,,22003,1,0
491,Tour of Huangshan,Huangs,t1_huangshan,25,11,1491,3491,2.0,3,hanrm@orgpackaging.com,"(92,216,363,423,446,184,146,228,265,380,218,313,192,199,257)",(),huangshan,t1_huangshan,1.0,16,0,0,3,0,,20780,1,0
492,Grand Prix Altinkale,Altinkale,c2_kultepe,71,18,1492,1492,2.0,1,info@bisiklet.gov.tr,"(404,260,512,263,418,514,96,256)",(),kultepe,cont_12,0.0,15,0,0,3,0,,24331,1,0
493,Kryterium Asów - Beskid Classic,Beskid,c2_beskid,30,18,1493,1493,3.0,1,silesianclassic@wp.pl,"(415,615,611,450,614,106,654,563,172,220,317,162)",(),beskid,cont_12,1.0,10,0,0,3,0,,24925,1,0
494,Classic Grand Besançon Doubs,BesanconDoubs,c1_classicdoubs,3,17,1494,1494,18.0,1,classicgrandbesancon25@gmail.com,"(6,14,3,34,70,236,35,87,92,99,100,25,168,68,59,169,234,112,222)",(),classicdoubs,cont_11,1.0,10,0,0,3,0,,15075,1,0
496,Grand Prix Edebiyat Yolu,Edebiyat,c2_edebiyatyolu,71,18,1496,1496,2.0,1,info@bisiklet.org.tr,"(273,635,260,512,247,263,418,514,181,228,96)",(),edebiyatyolu,cont_12,0.0,15,0,0,3,0,,24926,1,0
497,O Gran Camiño -  The Historical Route,GranCa,t1_camino,8,11,1497,5497,22.0,5,eme@emesports.es,"(6,1,42,99,10,70,81,92,102,100,35,173,105,259,171,38,109,431)",(),grancamino,t1_camino,1.0,4,0,812,3,0,,16526,1,0
498,Visit South Aegean GP,Aegean,c1_aegean,60,17,1498,1498,5.0,1,rhodescycling@gmail.com,"(150,174,230,434,624,235,378,584,415,446,450,627,106,153,526,647,649)",(),aegean,cont_11,1.0,10,0,0,3,0,,16525,1,0
499,GP Goriska & Vipava Valley,Vipava,c2_vipava,28,18,1499,1499,4.0,1,cycling@meblojogi.si,"(224,230,446,58,179,170,395,112,106,223,250,172,604,418,114,162,410,174)",(),vipava,cont_12,0.0,10,0,0,2,0,,16527,1,0
500,Youngster Coast Challenge,Coast,c2u_coast,4,19,1500,1500,5.0,1,info@bredenekoksijdeclassic.be,"(166,81,442,206,202,135,10,210,204,211,214,230,240,140,267,153,577,597,576,578)",(),youngstercoast,cont_12,1.0,10,0,0,3,0,,10673,1,0
501,Tour de Kurpie,Kurpie,t2_kurpie,30,12,1501,4501,3.0,4,biuro@mazowszeteam.pl,"(106,415,220,654,273,195,584,369)",(),tourkurpie,t2_kurpie,0.0,8,0,0,3,0,,22012,1,0
502,Tour Battle of Warsaw,TourWarsaw,t2_warsaw,30,12,1502,5502,3.0,5,biuro@mazowszeteam.pl,"(106,415,654,273,162,172,220,369,584)",(),tourwarsaw,t2_warsaw,0.0,8,0,0,3,0,,13190,1,0
503,Tour do Rio,TdRio,t2_rio,56,12,1503,5503,2.0,5,cbc@cbc.esp.br,"(653,519,393,43,217,215,213,320,520,372)",(),tourdorio,t2_rio,0.0,7,0,0,3,0,,431,1,0
505,Tour du Jura Cycliste,TJura,c1_jura,3,17,1505,1505,13.0,1,laurent_monrolin@yahoo.fr,"(6,14,3,34,70,236,35,87,92,99,100,25,168,68,59,169,234,112,222)",(),jura,cont_11,1.0,10,0,0,2,0,,1285,1,0
506,Volta Ciclística de Santa Catarina,SantaCat,t2_catarina,56,12,1506,5506,3.0,5,cbc@cbc.esp.br,"(217,213,372,349,393,519,520,653)",(),santacatarina,t2_santacatarina,1.0,3,0,0,3,0,,27049,1,0
507,Tour of Iran (Azarbaijan),IranTo,t1_iran,78,11,1507,5507,3.0,5,azartourcycling@gmail.com,"(418,222,96,262,260,246,258,255)",(),tourofiran,t1_iran,0.0,3,1,0,3,0,,434,1,0
509,Grand Prix Ordu,GPOrdu,c2_ordu,71,18,1509,1509,2.0,1,info@bisiklet.org.tr,"(96,263,418,260,247,216,195,256)",(),gpordu,cont_12,0.0,14,0,0,3,0,,24929,1,0
510,Vuelta Ciclista a Venezuela,Venezuela,t2_venezuela,45,12,1510,8510,8.0,8,fvciclismove@gmail.com,"(535,259,43,533,519,653,520,215)",(),venezuela,t2_venezuela,1.0,4,1,0,3,0,,488,1,0
511,Maryland Cycling Classic,Maryla,c0_maryland,6,16,1511,1511,18.0,1,info@marylandcyclingclassic.us,"(226,99,5,42,20,25,11,176,217,123,378,233)",(),maryland,cont_1hc,1.0,15,0,0,3,0,,13191,1,0
512,GP Rik van Looy,RvLooy,c2_rikvanlooy,4,18,1512,1512,5.0,1,info@gprikvanlooy.be,"(442,204,164,214,202,211,166,135,102,327,158,140,146,167,409,434,153,149,234)",(),rikvanlooy,cont_12,1.0,15,0,0,3,0,,9979,1,0
513,Milano-Rapallo,MilRap,c2_milanorapallo,2,18,1513,1513,2.0,1,INFO@TEAMVVF.COM,"(70,176,102,81,173,95,220,238,591,395,337,149,221,615,647,649,604)",(),milanorapallo,cont_12,1.0,10,0,0,3,0,,4072,1,0
514,Flanders Tomorrow Tour,Flanders,t2u_flanderstomorrow,4,13,1514,3514,0.0,3,info@bredenekoksijdeclassic.be,"(202,164,211,87,140,267,153,577,576,220)",(),flanderstomorrow,t2u_flanderstomorrow,1.0,16,0,0,3,0,,15096,1,0
516,The Road Race Tokyo Tama,RRTokyo,c2_tokyotama,21,18,1516,1516,5.0,1,info@trrtokyo.jp,"(237,95,247,267,320,243,181,560)",(),tokyo,cont_12,0.0,10,0,0,3,0,,22810,1,0
517,Vuelta Ciclistica Internacional a Guatemala,Guatem,t2_guatemala,90,12,1517,10517,7.0,10,fciclismo.guatemala@gmail.com,"(502,419,198,501,43,503,215,448,217,504,516,506)",(),vueltaaguatemala,t2_guatemala,1.0,2,1,0,2,0,,595,1,0
518,Tour de Okinawa,Okinaw,c2_okinawa,21,18,1518,1518,2.0,1,contact@tour-de-okinawa.jp,"(95,320,247,560,237,267,243,181)",(),okinawa,cont_12,1.0,9,0,0,3,0,,457,1,0
519,Figueira Champions Classic,Figuei,c0_figueira,29,16,1519,1519,32.0,1,administracao@fullracing.pt,"(10,16,11,37,2,5,15,1,70,105,232,171,299,365,109,38,379,259)",(),figueiraclassic,cont_1hc,1.0,9,0,0,3,0,,18947,1,0
520,GP Vorarlberg p/b RadHaus Rankweil,Vorarl,c2_vorarlberg,37,18,1520,1520,10.0,1,organisation@proevent-cycling.at,"(112,40,176,114,58,410,234,224,336,369,250,228,179,239,415,172,267,650)",(),vorarlberg,cont_12,1.0,9,0,0,3,0,,1047,1,0
521,GP Gorenjska,Gorenj,c2_gorenjska,28,18,1521,1521,5.0,1,kzs@kolesarska-zveza.si,"(224,415,615,179,112,149,250,172,114,317,410)",(),gorenjska,cont_12,0.0,15,0,0,3,0,,16530,1,0
522,Le Tour des 100 Communes,Commun,c2_100communes,3,18,1522,1522,5.0,1,rso.tour100communes@gmail.com,"(204,210,164,214,59,68,169,206,240,222,336,253,577,597,207,595,578,652)",(),100communes,cont_12,1.0,15,0,0,3,0,,18953,1,0
523,West Bohemia Tour,BohemiaTour,t2u_westbohemia,33,13,1523,4523,8.0,4,info@westbohemiatour.com,"(159,230,174,164,442,204,240,135,210,526,235,434,140,378,415,114,621)",(),westbohemia,t2u_westbohemia,1.0,4,0,0,3,0,,22145,1,0
525,Muscat Classic,Muscat,c0_muscat,68,16,1525,1525,22.0,1,fperque@aso.fr,"(16,10,12,6,14,15,1,20,25,22,226,99,92,216,95,363,551)",(),muscatclassic,cont_1hc,1.0,10,0,0,3,1,,18946,1,0
526,Grand Prix Apollon Temple,Apollon,c2_apollontemple,71,18,1526,1526,3.0,1,info@cyclingracesinturkiye.com,"(263,260,614,320,446,418,273,530,512,514,527)",(),apollontemple,cont_12,1.0,15,0,0,2,0,,20015,1,0
527,Tour of Lithuania,TLithuania,t2_lithuania,14,12,1527,5527,4.0,5,tour.of.lithuania@gmail.com,"(434,184,106,182,180,273,446,621,267,228,224,622,235,274,220,624,205)",(),tourlithuania,t2_lithuania,1.0,16,1,0,3,0,,22010,1,0
528,Grand Prix de la Ville d'Alger,GAlger,c2_gpalger,55,18,1528,1528,4.0,1,alg.cyc.fed@gmail.com,"(273,530,446,616,212,238,220,528,527,529)",(),gpalger,cont_12,1.0,10,0,0,3,0,,8772,1,0
529,Tour du Maroc,Tmaroc,t2_maroc,26,12,1529,10529,3.0,10,frmc56@gmail.com,"(200,635,393,596,260,168,607,412,256,617,587,618,207,414)",(),maroc,t2_maroc,0.0,7,1,0,3,0,,291,1,0
530,Tour du Mali,TourMali,t2_mali,136,12,1530,6530,2.0,6,femacycle@gmail.com,"(585,587,412,618,588,617,635,586)",(),tourdumali,t2_mali,0.0,16,1,0,2,0,,651,1,0
533,Tour of Changnyeong,Changnyeong,t2_changnyeong,79,12,1533,3533,1.0,3,cycling@sports.or.kr,"(266,332,248,313,295,279,360,228,181,243)",(),changnyeong,cont_22,0.0,7,0,0,2,0,,20255,1,0
534,Tour de Gyeongnam,Gyeongnam,t2_gyeongnam,79,12,1534,5534,2.0,5,cycling@sports.or.kr,"(95,269,216,446,363,251,295,238,218,247,360,313,248,184,237,393,266,332,264,279)",(),gyeongnam,t2_gyeongnam,1.0,16,0,0,2,0,,24919,1,0
535,Grand Prix Alanya,GPAlan,c2_tourofalanya,71,18,1535,1535,4.0,1,info@cyclingracesinturkiye.com,"(404,446,260,263,194,418,220,530,514,244,96)",(),tourofalanya,cont_12,1.0,15,0,0,3,0,,27614,1,0
536,Grand Prix Syedra Ancient City,Syedra,c2_syedra,71,18,1536,1536,3.0,1,info@cyclingracesinturkiye.com,"(216,244,320,239,228,237,404,263,260,96,418,446,614,222,274,247,273,514,572)",(),syedra,cont_12,1.0,10,0,0,3,0,,20016,1,0
537,Tour of Hellas,Hellas,t1_hellas,60,11,1537,5537,11.0,5,cycling.tour.of.hellas@gmail.com,"(20,12,123,22,176,236,415,222,58,112,106,146,110,228,40,584)",(),tourofhellas,t1_hellas,1.0,8,1,0,3,0,,513,1,0
538,Region on Dodecanese GP,Dodeca,c1_dodecanese,60,17,1538,1538,5.0,1,rhodescycling@gmail.com,"(150,174,230,434,624,235,378,584,415,446,450,627,106,153,526,647,649)",(),dodecanese,cont_11,0.0,10,0,0,3,0,,0,1,0
539,Tour of Hainan,Hainan,t0_hainan,25,10,1539,5539,18.0,5,tourofhainan@163.com,"(12,92,100,102,176,251,217,146,184,363,218,216,193,422,446,242,225,423,380,257)",(),hainan,t0_hainan,0.0,16,0,0,3,0,,139,1,0
541,Vuelta Bantrab,Bantra,t2_bantrab,90,12,1541,5541,3.0,5,stuard.rodriguez.v@gmail.com,"(215,217,501,524,520,502,550,504)",(),vueltabantrab,t2_bantrab,1.0,3,0,0,3,0,,17278,1,0
542,Tour d'Algérie,Algeri,t2_algerie,55,12,1542,10542,7.0,10,alg.cyc.fed@gmail.com,"(273,530,446,616,212,238,220,528,527,529)",(),touralgerie,t2_algerie,1.0,7,1,0,3,0,,465,1,0
543,Cupa Max Ausnit,Ausnit,c2_ausnit,104,18,1543,1543,5.0,1,hello@velocitas.ro,"(224,615,195,378,639,239,96,174)",(),cupaausnit,cont_12,0.0,15,0,0,3,0,,18957,1,0
544,Due Giorni Marchigiana - G.P. Santa Rita,SantaR,c2_santarita,2,18,1544,1544,5.0,1,cristina@cantarini-mec.it,"(170,604,603,81,176,221,160,605,336,335,149,398,317,159,416,650)",(),gpsantarita,cont_12,1.0,15,0,0,3,0,,734,1,0
545,Due Giorni Marchigiana - Trofeo Città di Castelfidardo,Castel,c2_castelfidardo,2,18,1545,1545,5.0,1,cristina@cantarini-mec.it,"(170,604,603,336,335,160,221,149,398,176,317,605,159,416,81,650)",(),trofeocastelfidardo,cont_12,1.0,15,0,0,3,0,,408,1,0
550,Grand Prix de Plouay,Plouay,c2_gpplouay,3,18,1550,1550,7.0,1,damienchemille@hotmail.com,"(169,102,81,210,597,589,591,207,649,652)",(),gpplouay,cont_12,1.0,9,0,0,3,0,,8328,1,0
551,Mapei Cadel Evans Great Ocean Road Race,CEGORR,topclas_greatocean,20,9,1551,1551,37.0,1,admin@cadelevansgreatoceanroadrace.com.au,"(33,10,11,2,6,1,20,15,34,12,42,5)",(),greatoceanroadrace,top_classiques_autres,1.0,9,0,2001,4,0,,1172,1,0
552,Muur Classic Geraardsbergen,MuurCl,c1_muurclassic,4,17,1552,1552,13.0,1,muurclassic@geraardsbergen.be,"(9,37,12,100,22,69,25,236,99,87,202,211,164,214,327,326,158,167,597,409,110)",(),muurclassic,cont_11,1.0,17,0,0,3,0,,996,1,0
554,Tour of Salalah,Salalah,t2_salalah,68,12,1554,4554,2.0,4,omancyclingassociation@hotmail.com,"(228,551,646,216,200,363,320,273,262,393,270)",(),salalah,t2_salalah,1.0,7,0,0,3,0,,16578,1,0
557,Ronde van Limburg,RvLim,c1_rondelimburg,4,17,1557,1557,15.0,1,icolas.denys@flandersclassics.be,"(11,34,37,9,22,35,70,69,123,25,164,434,158,110,409,253,140,146)",(),rondevanlimburg,cont_11,1.0,17,0,0,3,0,,437,1,0
558,Duracell Dwars door het Hageland,Hagel,c1_dwarsdoorhageland,4,17,1558,1558,26.0,1,nick.nuyens@procyclingevents.be,"(37,10,14,15,20,34,12,35,100,42,69,9,22,123,25,236,99,87,327,326,110,140,158)",(),dwarsdoorhageland,cont_11,1.0,15,0,402,3,0,,425,1,0
559,Elfstedenronde,Elfste,c1_elfstedenronde,4,17,1559,1559,25.0,1,christophe.impens@golazo.com,"(99,37,10,34,20,12,9,69,226,35,100,42,25,236,87,327,326,253,158,140,110,59,409)",(),elfstenronde,cont_11,1.0,17,0,402,3,0,,8515,1,0
560,Oberösterreich Rundfahrt,Obero,t2_oberosterreich,37,12,1560,4560,6.0,4,office@ooe-radsportverband.at,"(112,40,114,410,224,442,415,230,369,234,146,173,250,267,172,239,317,575,649,650)",(),oberosterreich,t2_oberosterreich,1.0,5,0,0,3,0,,552,1,0
561,Radsportfest Märwil,Märwil,c2_marwil,17,18,1561,1561,5.0,1,marcello.albasini@gmx.ch,"(240,40,595,205,160,222,635,114,234,176,650,652)",(),marwil,cont_12,0.0,9,0,0,3,0,,24916,1,0
563,Tour of Malopolska,Malop,t2_tourofmalopolska,30,12,1563,3563,4.0,3,marek.kosicki@mzkol.pl,"(434,415,106,112,172,162,167,450,614,58,230,40,195,173,611,223,615,596,599,619,647)",(),tourofmalopolska,t2_tourofmalopolska,1.0,5,0,0,3,0,,386,1,0
565,Kampioenschap van Vlaanderen,KVlaa,c1_kampvlaanderen,4,17,1565,1565,25.0,1,koolskamp@kampioenschapvanvlaanderen.be,"(10,14,11,33,37,12,13,15,20,34,99,42,226,25,22,9,236,69,87,158,253,526,110)",(),kampvlaanderen,cont_11,1.0,15,0,402,2,0,,167,1,0
566,Tour du Doubs,Doubs,c1_tourdoubs,3,17,1566,1566,16.0,1,vcmorteaumontbenoit@orange.fr,"(6,14,34,3,25,236,99,35,70,100,92,87,68,169,168,59,222,112,234)",(),tourdudoubs,cont_11,1.0,10,0,0,2,0,,162,1,0
567,Tour of Samsun,Samsun,t2_samsun,71,12,1567,4567,3.0,4,info@bisiklet.gov.tr,"(263,393,216,222,273,220,195,247,96,260,418,596)",(),samsun,t2_samsun,0.0,5,0,0,0,0,,22249,1,0
